Province/State,Country/Region,Last Update,Confirmed,Recovered,Deaths,Date_last_updated,lat,lon
河北承德,China,11/02/2020 14:22,7,1,0,2020-02-11 14:22:13,40.9725,117.93611000000001
陕西西安,China,11/02/2020 14:22,104,12,0,2020-02-11 14:22:13,34.3468421,108.93658870000002
陕西安康,China,11/02/2020 14:22,22,5,0,2020-02-11 14:22:13,32.7165184,108.9912989
陕西汉中,China,11/02/2020 14:22,21,0,0,2020-02-11 14:22:13,33.069049,107.01888899999999
陕西咸阳,China,11/02/2020 14:22,17,2,0,2020-02-11 14:22:13,34.3075655,108.7234362
陕西渭南,China,11/02/2020 14:22,14,0,0,2020-02-11 14:22:13,34.5037437,109.4572848
陕西宝鸡,China,11/02/2020 14:22,13,2,0,2020-02-11 14:22:13,34.364581099999995,107.23321840000001
陕西延安,China,11/02/2020 14:22,8,2,0,2020-02-11 14:22:13,36.585393200000006,109.4828549
陕西铜川,China,11/02/2020 14:22,8,4,0,2020-02-11 14:22:13,34.9034852,108.9461781
陕西商洛,China,11/02/2020 14:22,7,1,0,2020-02-11 14:22:13,33.8678555,109.9353876
陕西榆林,China,11/02/2020 14:22,3,1,0,2020-02-11 14:22:13,38.285295700000006,109.72875829999998
陕西韩城,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,35.476251899999994,110.45080290000001
陕西杨凌,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,34.2859848,108.0995367
陕西地区待确认,China,11/02/2020 14:22,0,2,0,2020-02-11 14:22:13,36.0,109.0
广西南宁,China,11/02/2020 14:22,41,2,0,2020-02-11 14:22:13,22.821165399999998,108.3159756
广西北海,China,11/02/2020 14:22,36,3,0,2020-02-11 14:22:13,21.4799081,109.1068061
广西桂林,China,11/02/2020 14:22,30,5,0,2020-02-11 14:22:13,25.2777506,110.291804
广西柳州,China,11/02/2020 14:22,22,3,0,2020-02-11 14:22:13,24.321080399999996,109.4065723
广西河池,China,11/02/2020 14:22,21,0,1,2020-02-11 14:22:13,24.498113699999998,108.62962490000001
广西防城港,China,11/02/2020 14:22,17,1,0,2020-02-11 14:22:13,21.6177532,108.34535559999999
广西来宾,China,11/02/2020 14:22,11,0,0,2020-02-11 14:22:13,23.749651,109.21955559999999
广西玉林,China,11/02/2020 14:22,9,1,0,2020-02-11 14:22:13,22.635409699999997,110.1498186
广西贵港,China,11/02/2020 14:22,8,0,0,2020-02-11 14:22:13,23.115194,109.5960462
广西钦州,China,11/02/2020 14:22,8,0,0,2020-02-11 14:22:13,21.964738399999998,108.62090239999999
广西梧州,China,11/02/2020 14:22,5,3,0,2020-02-11 14:22:13,23.4977795,111.02929089999999
广西贺州,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,24.402909899999997,111.51491000000001
广西百色,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,23.905110399999998,106.6153867
广西崇左,China,11/02/2020 14:22,0,0,0,2020-02-11 14:22:13,22.4041727,107.35279709999999
广西地区待确认,China,11/02/2020 14:22,0,12,0,2020-02-11 14:22:13,24.0,109.0
云南昆明,China,11/02/2020 14:22,45,2,0,2020-02-11 14:22:13,25.0437977,102.714338
云南西双版纳州,China,11/02/2020 14:22,15,2,0,2020-02-11 14:22:13,22.0107549,100.7960029
云南玉溪,China,11/02/2020 14:22,14,2,0,2020-02-11 14:22:13,24.3578557,102.53970720000001
云南大理,China,11/02/2020 14:22,13,2,0,2020-02-11 14:22:13,25.602391600000004,100.2449114
云南昭通市,China,11/02/2020 14:22,12,2,0,2020-02-11 14:22:13,27.3376718,103.7144348
云南曲靖,China,11/02/2020 14:22,12,1,0,2020-02-11 14:22:13,25.4902717,103.79654000000001
云南保山市,China,11/02/2020 14:22,9,0,0,2020-02-11 14:22:13,25.118073100000004,99.16541679999999
云南丽江市,China,11/02/2020 14:22,7,2,0,2020-02-11 14:22:13,26.874086600000005,100.23563320000001
云南红河,China,11/02/2020 14:22,6,2,0,2020-02-11 14:22:13,22.829583300000003,103.5954167
云南德宏州,China,11/02/2020 14:22,5,0,0,2020-02-11 14:22:13,24.436381899999997,98.58503859999999
云南普洱,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,22.77326,100.9707544
云南楚雄州,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,25.4320355,101.7047854
云南文山州,China,11/02/2020 14:22,2,0,0,2020-02-11 14:22:13,23.4026689,104.21439670000001
云南临沧,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,23.888479999999998,100.08793440000001
云南地区待确认,China,11/02/2020 14:22,0,4,0,2020-02-11 14:22:13,25.0,101.5
海南三亚,China,11/02/2020 14:22,45,11,1,2020-02-11 14:22:13,18.2534658,109.5034392
海南海口,China,11/02/2020 14:22,29,4,0,2020-02-11 14:22:13,20.0423626,110.3409936
海南万宁,China,11/02/2020 14:22,13,0,0,2020-02-11 14:22:13,18.837778,110.2875
海南儋州,China,11/02/2020 14:22,11,1,0,2020-02-11 14:22:13,19.5173795,109.5697188
海南澄迈县,China,11/02/2020 14:22,7,1,1,2020-02-11 14:22:13,19.691111,109.98611100000001
海南昌江县,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,19.2983749,109.05149479999999
海南临高县,China,11/02/2020 14:22,6,1,0,2020-02-11 14:22:13,19.801667000000002,109.712778
海南琼海,China,11/02/2020 14:22,6,0,1,2020-02-11 14:22:13,19.224305100000002,110.47225300000001
海南陵水县,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,18.5071047,110.03312890000001
海南保亭,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,18.59444,109.64833
海南文昌,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,19.5452604,110.79322079999999
海南东方,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,19.097928600000003,108.64823529999998
海南定安县,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,19.485833,110.30555600000001
海南乐东,China,11/02/2020 14:22,2,0,0,2020-02-11 14:22:13,18.447582699999998,108.9347989
海南琼中县,China,11/02/2020 14:22,1,1,0,2020-02-11 14:22:13,19.034036399999998,109.8347962
山西晋中,China,11/02/2020 14:22,33,8,0,2020-02-11 14:22:13,37.435970000000005,113.08783000000001
山西运城,China,11/02/2020 14:22,19,4,0,2020-02-11 14:22:13,35.02306,110.99278000000001
山西太原,China,11/02/2020 14:22,18,3,0,2020-02-11 14:22:13,37.869440000000004,112.56028
山西大同,China,11/02/2020 14:22,11,3,0,2020-02-11 14:22:13,40.1197,113.29737
山西晋城,China,11/02/2020 14:22,8,2,0,2020-02-11 14:22:13,35.4638496,110.4295581
山西忻州,China,11/02/2020 14:22,7,0,0,2020-02-11 14:22:13,38.413917299999994,112.73046299999999
山西朔州,China,11/02/2020 14:22,7,2,0,2020-02-11 14:22:13,39.3307915,112.4235469
山西长治,China,11/02/2020 14:22,7,0,0,2020-02-11 14:22:13,36.01064,113.06079
山西吕梁,China,11/02/2020 14:22,6,3,0,2020-02-11 14:22:13,37.5200946,111.14448909999999
山西阳泉,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,37.85862,113.57302759999999
山西临汾,China,11/02/2020 14:22,2,1,0,2020-02-11 14:22:13,36.0885338,111.512998
贵州贵阳,China,11/02/2020 14:22,29,1,0,2020-02-11 14:22:13,26.581411199999998,106.7052544
贵州遵义,China,11/02/2020 14:22,23,1,0,2020-02-11 14:22:13,27.7293815,106.9232185
贵州毕节,China,11/02/2020 14:22,21,0,0,2020-02-11 14:22:13,27.305313199999997,105.27780190000001
贵州黔东南州,China,11/02/2020 14:22,10,0,0,2020-02-11 14:22:13,26.573796,108.59913600000002
贵州六盘水,China,11/02/2020 14:22,10,0,1,2020-02-11 14:22:13,26.5927706,104.8393163
贵州铜仁,China,11/02/2020 14:22,9,5,0,2020-02-11 14:22:13,27.7223474,109.1838348
贵州黔南州,China,11/02/2020 14:22,8,3,0,2020-02-11 14:22:13,26.0658691,107.1176105
贵州黔西南州,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,25.38808,105.3874
贵州安顺,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,26.249695799999998,105.9277805
辽宁沈阳,China,11/02/2020 14:22,26,6,0,2020-02-11 14:22:13,41.8041094,123.42763629999999
辽宁大连,China,11/02/2020 14:22,16,3,0,2020-02-11 14:22:13,38.9181714,121.62829450000001
辽宁盘锦,China,11/02/2020 14:22,11,0,0,2020-02-11 14:22:13,41.1169056,122.0655098
辽宁锦州,China,11/02/2020 14:22,11,1,0,2020-02-11 14:22:13,41.108528,121.1194219
辽宁葫芦岛,China,11/02/2020 14:22,9,0,0,2020-02-11 14:22:13,40.7515443,120.84047890000001
辽宁阜新,China,11/02/2020 14:22,8,0,0,2020-02-11 14:22:13,42.015173299999994,121.64528680000001
辽宁丹东,China,11/02/2020 14:22,7,3,0,2020-02-11 14:22:13,40.128668,124.38634040000001
辽宁朝阳市,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,41.5754767,120.43907379999999
辽宁铁岭,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,42.28952329999999,123.8394899
辽宁辽阳,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,41.273887,123.1693463
辽宁鞍山,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,41.108124200000006,122.98997050000001
辽宁本溪,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,41.297577000000004,123.76465619999999
辽宁营口,China,11/02/2020 14:22,1,1,0,2020-02-11 14:22:13,40.674715500000005,122.2357736
天津宝坻区,China,11/02/2020 14:22,39,0,1,2020-02-11 14:22:13,39.7196654,117.31704479999999
天津河东区,China,11/02/2020 14:22,13,2,0,2020-02-11 14:22:13,39.1257995,117.2426598
天津河北区,China,11/02/2020 14:22,11,2,0,2020-02-11 14:22:13,39.146570700000005,117.1945947
天津外地来津,China,11/02/2020 14:22,6,1,0,2020-02-11 14:22:13,39.33333,117.33333
天津和平区,China,11/02/2020 14:22,6,1,0,2020-02-11 14:22:13,39.1180526,117.1940966
天津河西区,China,11/02/2020 14:22,4,1,0,2020-02-11 14:22:13,39.1076863,117.21794059999999
天津宁河区,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,39.3279245,117.81944209999999
天津西青区,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,39.1401802,117.00096059999998
天津东丽区,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,39.0847717,117.3085778
天津南开区,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,39.1391151,117.1410363
天津北辰区,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,39.2242752,117.13210990000002
天津滨海新区,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,39.00157720000001,117.71163870000001
天津红桥区,China,11/02/2020 14:22,2,1,0,2020-02-11 14:22:13,39.1694652,117.14378290000002
天津津南区,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,38.9893031,117.3799889
天津武清区,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,39.3794263,117.03323300000001
天津地区待确认,China,11/02/2020 14:22,0,0,1,2020-02-11 14:22:13,39.33333,117.33333
甘肃兰州,China,11/02/2020 14:22,35,14,2,2020-02-11 14:22:13,36.0606904,103.8305691
甘肃天水,China,11/02/2020 14:22,12,1,0,2020-02-11 14:22:13,34.579753100000005,105.70629209999998
甘肃定西,China,11/02/2020 14:22,8,2,0,2020-02-11 14:22:13,35.578280799999995,104.6173821
甘肃平凉,China,11/02/2020 14:22,8,0,0,2020-02-11 14:22:13,35.5410175,106.6798544
甘肃甘南州,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,34.5177861,102.65908759999999
甘肃陇南,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,33.387124,104.9313723
甘肃白银,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,36.545910799999994,104.13395600000001
甘肃庆阳,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,35.7106146,107.6384287
甘肃临夏,China,11/02/2020 14:22,3,2,0,2020-02-11 14:22:13,35.5959451,103.21079920000001
甘肃张掖,China,11/02/2020 14:22,2,1,0,2020-02-11 14:22:13,38.936513399999995,100.45563259999999
甘肃金昌,China,11/02/2020 14:22,1,1,0,2020-02-11 14:22:13,38.520671899999996,102.185973
吉林长春,China,11/02/2020 14:22,40,6,0,2020-02-11 14:22:13,43.888216799999995,125.3182578
吉林四平,China,11/02/2020 14:22,12,1,1,2020-02-11 14:22:13,43.1669821,124.36473899999999
吉林辽源,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,42.8863846,125.1374905
吉林公主岭,China,11/02/2020 14:22,6,1,0,2020-02-11 14:22:13,43.502500899999994,124.8127196
吉林吉林,China,11/02/2020 14:22,5,2,0,2020-02-11 14:22:13,43.8417717,126.56050659999998
吉林延边,China,11/02/2020 14:22,5,2,0,2020-02-11 14:22:13,26.6570859,101.8534648
吉林通化,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,41.7225544,125.9170455
吉林松原,China,11/02/2020 14:22,2,1,0,2020-02-11 14:22:13,45.133502500000006,124.8165152
吉林梅河口市,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,42.5358335,125.6925277
吉林白城,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,45.6156275,122.8360811
内蒙古包头,China,11/02/2020 14:22,11,0,0,2020-02-11 14:22:13,40.654915700000004,109.83445859999999
内蒙古鄂尔多斯,China,11/02/2020 14:22,11,2,0,2020-02-11 14:22:13,39.60814570000001,109.7763659
内蒙古呼和浩特,China,11/02/2020 14:22,7,0,0,2020-02-11 14:22:13,40.833796299999996,111.6730788
内蒙古通辽,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,43.6392011,122.2497308
内蒙古巴彦淖尔,China,11/02/2020 14:22,6,0,0,2020-02-11 14:22:13,40.7411867,107.3826113
内蒙古呼伦贝尔,China,11/02/2020 14:22,5,1,0,2020-02-11 14:22:13,49.2187995,119.7431228
内蒙古赤峰,China,11/02/2020 14:22,4,1,0,2020-02-11 14:22:13,42.2799929,118.9426131
内蒙古乌兰察布,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,40.9902685,113.13156459999999
内蒙古锡林郭勒,China,11/02/2020 14:22,2,1,0,2020-02-11 14:22:13,43.6094333,116.6551703
内蒙古乌海,China,11/02/2020 14:22,2,0,0,2020-02-11 14:22:13,39.6540161,106.7879045
内蒙古兴安盟乌兰浩特,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,43.5,114.75
新疆乌鲁木齐,China,11/02/2020 14:22,20,0,0,2020-02-11 14:22:13,43.8244074,87.61390379999999
新疆伊犁州,China,11/02/2020 14:22,10,0,0,2020-02-11 14:22:13,43.913273,81.3235085
新疆兵团第四师,China,11/02/2020 14:22,7,0,0,2020-02-11 14:22:13,41.5,85.5
新疆昌吉州,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,44.347801200000006,86.6870066
新疆兵团第九师,China,11/02/2020 14:22,4,0,0,2020-02-11 14:22:13,41.5,85.5
新疆巴州,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,39.495585999999996,87.9790569
新疆第八师石河子,China,11/02/2020 14:22,2,0,0,2020-02-11 14:22:13,44.2988343,86.0776475
新疆兵团第十二师,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,41.5,85.5
新疆六师五家渠,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,41.5,85.5
新疆阿克苏,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,41.166667100000005,80.2612431
新疆第七师,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,44.4297577,84.9013835
新疆吐鲁番,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,42.9400252,89.18404770000001
宁夏银川,China,11/02/2020 14:22,30,5,0,2020-02-11 14:22:13,38.48291939999999,106.21160139999999
宁夏吴忠,China,11/02/2020 14:22,15,4,0,2020-02-11 14:22:13,37.9822616,106.19611090000002
宁夏固原,China,11/02/2020 14:22,3,2,0,2020-02-11 14:22:13,36.0163032,106.2408629
宁夏中卫,China,11/02/2020 14:22,3,2,0,2020-02-11 14:22:13,37.5062172,105.1690817
宁夏宁东管委会,China,11/02/2020 14:22,1,1,0,2020-02-11 14:22:13,37.25,106.0
宁夏石嘴山,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,38.986853100000005,106.37719740000001
香港地区待确认,China,11/02/2020 14:22,42,0,1,2020-02-11 14:22:13,22.28552,114.15768999999999
青海西宁,China,11/02/2020 14:22,15,3,0,2020-02-11 14:22:13,36.6225321,101.77219570000001
青海海北州,China,11/02/2020 14:22,3,0,0,2020-02-11 14:22:13,36.960854,100.898152
台湾地区待确认,China,11/02/2020 14:22,18,1,0,2020-02-11 14:22:13,23.9739374,120.9820179
澳门地区待确认,China,11/02/2020 14:22,10,1,0,2020-02-11 14:22:13,22.1757605,113.5514142
西藏地区待确认,China,11/02/2020 14:22,1,0,0,2020-02-11 14:22:13,31.66667,88.0
