Province/State,Country/Region,Last Update,Confirmed,Recovered,Deaths,Date_last_updated,lat,lon
河南周口,China,10/02/2020 23:05,65,14,0,2020-02-10 23:05:11,33.6306299,114.6423617
河南平顶山,China,10/02/2020 23:05,52,13,1,2020-02-10 23:05:11,33.73847,113.30119
河南新乡,China,10/02/2020 23:05,46,6,1,2020-02-10 23:05:11,35.31611,113.92667
河南安阳,China,10/02/2020 23:05,45,10,0,2020-02-10 23:05:11,36.2340674,-5.7815378
河南许昌,China,10/02/2020 23:05,31,2,0,2020-02-10 23:05:11,34.05167,113.71167
河南漯河,China,10/02/2020 23:05,30,6,0,2020-02-10 23:05:11,33.5720554,114.0285163
河南洛阳,China,10/02/2020 23:05,27,2,0,2020-02-10 23:05:11,34.68361,112.45361
河南焦作,China,10/02/2020 23:05,25,1,1,2020-02-10 23:05:11,35.2075729,113.2533977
河南开封,China,10/02/2020 23:05,24,1,0,2020-02-10 23:05:11,34.7961106,114.3472038
河南鹤壁,China,10/02/2020 23:05,17,3,0,2020-02-10 23:05:11,35.89917,114.1925
河南濮阳,China,10/02/2020 23:05,10,1,0,2020-02-10 23:05:11,35.70506,115.01409
河南三门峡,China,10/02/2020 23:05,7,3,0,2020-02-10 23:05:11,34.7678842,111.1908398
河南济源示范区,China,10/02/2020 23:05,4,0,0,2020-02-10 23:05:11,34.0,113.66667
河南地区待确认,China,10/02/2020 23:05,0,2,1,2020-02-10 23:05:11,34.0,113.66667
湖南长沙,China,10/02/2020 23:05,213,39,0,2020-02-10 23:05:11,28.1979483,112.97133
湖南岳阳,China,10/02/2020 23:05,124,21,1,2020-02-10 23:05:11,29.32472,113.302
湖南邵阳,China,10/02/2020 23:05,89,22,0,2020-02-10 23:05:11,27.2393845,111.4589576
湖南常德,China,10/02/2020 23:05,72,15,0,2020-02-10 23:05:11,29.16741,111.70769
湖南娄底,China,10/02/2020 23:05,66,8,0,2020-02-10 23:05:11,27.752933,111.676384
湖南株洲,China,10/02/2020 23:05,61,10,0,2020-02-10 23:05:11,27.8394983,113.1482168
湖南益阳,China,10/02/2020 23:05,53,16,0,2020-02-10 23:05:11,28.6,112.33333
湖南衡阳,China,10/02/2020 23:05,45,16,0,2020-02-10 23:05:11,26.9018019,112.605859
湖南永州,China,10/02/2020 23:05,41,13,0,2020-02-10 23:05:11,26.4517259,111.6031281
湖南怀化,China,10/02/2020 23:05,39,15,0,2020-02-10 23:05:11,27.554599,109.9641566
湖南郴州,China,10/02/2020 23:05,32,13,0,2020-02-10 23:05:11,25.7953089,113.0287294
湖南湘潭,China,10/02/2020 23:05,31,11,0,2020-02-10 23:05:11,27.8339927,112.935675
湖南湘西自治州,China,10/02/2020 23:05,8,6,0,2020-02-10 23:05:11,27.66667,111.75
湖南张家界,China,10/02/2020 23:05,5,3,0,2020-02-10 23:05:11,29.37278,110.68657
安徽合肥,China,10/02/2020 23:05,147,15,0,2020-02-10 23:05:11,31.7515244,117.3318937
安徽蚌埠,China,10/02/2020 23:05,126,2,3,2020-02-10 23:05:11,32.9176422,117.3825673
安徽阜阳,China,10/02/2020 23:05,125,13,0,2020-02-10 23:05:11,32.8926763,115.8090001
安徽亳州,China,10/02/2020 23:05,92,7,0,2020-02-10 23:05:11,33.8579594,115.772453
安徽安庆,China,10/02/2020 23:05,78,15,0,2020-02-10 23:05:11,30.5358685,117.1048214
安徽六安,China,10/02/2020 23:05,57,3,0,2020-02-10 23:05:11,31.7383487,116.5142252
安徽宿州,China,10/02/2020 23:05,31,4,0,2020-02-10 23:05:11,31.3016935,120.5810725
安徽马鞍山,China,10/02/2020 23:05,31,2,0,2020-02-10 23:05:11,31.68579,118.51008
安徽芜湖,China,10/02/2020 23:05,30,3,0,2020-02-10 23:05:11,31.3536127,118.4277477
安徽铜陵,China,10/02/2020 23:05,25,7,0,2020-02-10 23:05:11,30.9345628,117.8089039
安徽淮北,China,10/02/2020 23:05,23,5,0,2020-02-10 23:05:11,33.9566098,116.7928916
安徽淮南,China,10/02/2020 23:05,23,4,0,2020-02-10 23:05:11,32.5866826,117.0130019
安徽池州,China,10/02/2020 23:05,15,3,0,2020-02-10 23:05:11,30.6671088,117.4859885
安徽滁州,China,10/02/2020 23:05,12,3,0,2020-02-10 23:05:11,32.2545901,118.3280486
安徽黄山,China,10/02/2020 23:05,9,1,0,2020-02-10 23:05:11,30.1343921,118.1612689
安徽宣城,China,10/02/2020 23:05,6,2,0,2020-02-10 23:05:11,30.9412541,118.7540167
江西南昌,China,10/02/2020 23:05,189,35,0,2020-02-10 23:05:11,28.6792695,115.8885987
江西新余,China,10/02/2020 23:05,105,18,0,2020-02-10 23:05:11,28.6199533,115.9758103
江西上饶,China,10/02/2020 23:05,103,12,0,2020-02-10 23:05:11,28.450122,117.9724453
江西九江,China,10/02/2020 23:05,101,7,0,2020-02-10 23:05:11,29.7275361,115.9913134
江西宜春,China,10/02/2020 23:05,77,10,0,2020-02-10 23:05:11,27.7971551,114.3772501
江西赣州,China,10/02/2020 23:05,71,6,1,2020-02-10 23:05:11,25.8222423,114.9156711
江西抚州,China,10/02/2020 23:05,64,9,0,2020-02-10 23:05:11,27.9957951,116.353245
江西萍乡,China,10/02/2020 23:05,25,1,0,2020-02-10 23:05:11,27.6256066,113.8457387
江西吉安,China,10/02/2020 23:05,18,2,0,2020-02-10 23:05:11,27.1144788,114.9835744
江西鹰潭,China,10/02/2020 23:05,12,1,0,2020-02-10 23:05:11,28.2428093,117.0278246
江西景德镇,China,10/02/2020 23:05,5,1,0,2020-02-10 23:05:11,29.2909294,117.204121
江西赣江新区,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,27.66667,115.66667
江苏南京,China,10/02/2020 23:05,78,22,0,2020-02-10 23:05:11,32.0609736,118.7916458
江苏苏州,China,10/02/2020 23:05,77,13,0,2020-02-10 23:05:11,31.3016935,120.5810725
江苏徐州,China,10/02/2020 23:05,60,8,0,2020-02-10 23:05:11,34.2665541,117.1809741
江苏淮安,China,10/02/2020 23:05,46,5,0,2020-02-10 23:05:11,33.5897018,119.0211943
江苏无锡,China,10/02/2020 23:05,41,3,0,2020-02-10 23:05:11,31.5776264,120.2951311
江苏连云港,China,10/02/2020 23:05,35,4,0,2020-02-10 23:05:11,34.6092633,119.1695305
江苏南通,China,10/02/2020 23:05,33,5,0,2020-02-10 23:05:11,31.9827896,120.8904588
江苏泰州,China,10/02/2020 23:05,31,5,0,2020-02-10 23:05:11,32.4614944,119.913445
江苏常州,China,10/02/2020 23:05,31,6,0,2020-02-10 23:05:11,31.8129864,119.9692045
江苏扬州,China,10/02/2020 23:05,18,2,0,2020-02-10 23:05:11,32.3926973,119.4365759
江苏盐城,China,10/02/2020 23:05,18,3,0,2020-02-10 23:05:11,33.3939707,120.1349541
江苏镇江,China,10/02/2020 23:05,12,1,0,2020-02-10 23:05:11,32.2139599,119.458012
江苏宿迁,China,10/02/2020 23:05,12,3,0,2020-02-10 23:05:11,33.9564492,118.2945375
重庆万州区,China,10/02/2020 23:05,98,11,1,2020-02-10 23:05:11,30.7136179,108.3926525
重庆江北区,China,10/02/2020 23:05,24,1,0,2020-02-10 23:05:11,29.6219118,106.6818547
重庆垫江县,China,10/02/2020 23:05,20,1,0,2020-02-10 23:05:11,30.259256,107.432254
重庆云阳县,China,10/02/2020 23:05,20,10,0,2020-02-10 23:05:11,31.0333358,108.8624984
重庆九龙坡区,China,10/02/2020 23:05,20,1,1,2020-02-10 23:05:11,29.436043,106.360341
重庆渝中区,China,10/02/2020 23:05,20,1,0,2020-02-10 23:05:11,29.555552,106.56522
重庆忠县,China,10/02/2020 23:05,18,6,0,2020-02-10 23:05:11,30.337501,107.910414
重庆合川区,China,10/02/2020 23:05,18,2,0,2020-02-10 23:05:11,29.9746891,106.272238
重庆开州区,China,10/02/2020 23:05,18,6,0,2020-02-10 23:05:11,31.1626649,108.3885493
重庆两江新区,China,10/02/2020 23:05,16,0,0,2020-02-10 23:05:11,30.08333,107.83333
重庆綦江区,China,10/02/2020 23:05,15,0,0,2020-02-10 23:05:11,28.8962474,106.7298355
重庆长寿区,China,10/02/2020 23:05,15,3,0,2020-02-10 23:05:11,29.956916,107.135375
重庆奉节县,China,10/02/2020 23:05,14,1,0,2020-02-10 23:05:11,31.0242413,109.4599618
重庆大足区,China,10/02/2020 23:05,13,0,0,2020-02-10 23:05:11,29.6348166,105.7461507
重庆渝北区,China,10/02/2020 23:05,13,2,0,2020-02-10 23:05:11,29.8530379,106.7908121
重庆潼南区,China,10/02/2020 23:05,13,0,0,2020-02-10 23:05:11,30.1499356,105.7943237
重庆巫溪县,China,10/02/2020 23:05,12,2,0,2020-02-10 23:05:11,31.505926,109.344843
重庆石柱县,China,10/02/2020 23:05,12,2,0,2020-02-10 23:05:11,30.0019376,108.1091155
重庆巫山县,China,10/02/2020 23:05,9,4,0,2020-02-10 23:05:11,31.1161559,109.8975228
重庆丰都县,China,10/02/2020 23:05,9,1,0,2020-02-10 23:05:11,29.8664538,107.7257729
重庆铜梁区,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,29.814166,106.02909
重庆荣昌区,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,29.4642288,105.5017092
重庆璧山区,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,29.5730296,106.1686627
重庆南岸区,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,29.5399396,106.6835302
重庆大渡口区,China,10/02/2020 23:05,7,1,0,2020-02-10 23:05:11,29.4227309,106.457056
重庆巴南区,China,10/02/2020 23:05,5,1,0,2020-02-10 23:05:11,29.3924529,106.7622446
重庆永川区,China,10/02/2020 23:05,5,1,0,2020-02-10 23:05:11,29.29285,105.870081
重庆江津区,China,10/02/2020 23:05,4,1,0,2020-02-10 23:05:11,29.0312579,106.2732111
重庆高新区,China,10/02/2020 23:05,4,0,0,2020-02-10 23:05:11,46.5117529,125.2370909
重庆梁平区,China,10/02/2020 23:05,4,1,0,2020-02-10 23:05:11,30.6609362,107.7171841
重庆涪陵区,China,10/02/2020 23:05,3,0,0,2020-02-10 23:05:11,29.660589,107.332003
重庆沙坪坝区,China,10/02/2020 23:05,2,0,0,2020-02-10 23:05:11,29.6329905,106.396698
重庆黔江区,China,10/02/2020 23:05,2,2,0,2020-02-10 23:05:11,29.536148,108.7673528
重庆城口县,China,10/02/2020 23:05,2,1,0,2020-02-10 23:05:11,31.8749987,108.6999982
重庆彭水县,China,10/02/2020 23:05,2,0,0,2020-02-10 23:05:11,29.2962877,108.1610845
重庆秀山县,China,10/02/2020 23:05,1,1,0,2020-02-10 23:05:11,28.5228929,109.0005112
重庆酉阳县,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,28.8663015,108.7648005
重庆万盛经开区,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,30.08333,107.83333
重庆武隆区,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,29.3547157,107.6324413
重庆待确认地区,China,10/02/2020 23:05,0,3,0,2020-02-10 23:05:11,30.08333,107.83333
山东青岛,China,10/02/2020 23:05,53,10,1,2020-02-10 23:05:11,36.06605,120.36939
山东济南,China,10/02/2020 23:05,44,7,0,2020-02-10 23:05:11,36.66833,116.99722
山东临沂,China,10/02/2020 23:05,42,6,0,2020-02-10 23:05:11,35.06306,118.34278
山东济宁,China,10/02/2020 23:05,39,8,0,2020-02-10 23:05:11,35.405,116.58139
山东烟台,China,10/02/2020 23:05,39,3,0,2020-02-10 23:05:11,37.461928,121.4425255
山东潍坊,China,10/02/2020 23:05,37,1,0,2020-02-10 23:05:11,36.7071591,119.1557441
山东威海,China,10/02/2020 23:05,35,8,0,2020-02-10 23:05:11,37.50914,122.11356
山东聊城,China,10/02/2020 23:05,34,2,0,2020-02-10 23:05:11,36.45596,115.97766
山东德州,China,10/02/2020 23:05,32,4,0,2020-02-10 23:05:11,37.4486676,116.305416
山东泰安,China,10/02/2020 23:05,31,1,0,2020-02-10 23:05:11,35.3515673,108.965328
山东枣庄,China,10/02/2020 23:05,21,1,0,2020-02-10 23:05:11,34.8113006,117.3178278
山东淄博,China,10/02/2020 23:05,17,1,0,2020-02-10 23:05:11,33.6195977,106.9129013
山东菏泽,China,10/02/2020 23:05,16,5,0,2020-02-10 23:05:11,35.23929,115.47358
山东日照,China,10/02/2020 23:05,15,2,0,2020-02-10 23:05:11,35.4150703,119.5214512
山东滨州,China,10/02/2020 23:05,11,5,0,2020-02-10 23:05:11,35.0362878,108.0797604
四川成都,China,10/02/2020 23:05,123,39,1,2020-02-10 23:05:11,30.6624205,104.0633219
四川南充,China,10/02/2020 23:05,33,4,0,2020-02-10 23:05:11,30.8391616,106.1078202
四川广安,China,10/02/2020 23:05,28,3,0,2020-02-10 23:05:11,30.4591677,106.6331958
四川达州,China,10/02/2020 23:05,28,5,0,2020-02-10 23:05:11,31.216036,107.5027564
四川甘孜,China,10/02/2020 23:05,23,2,0,2020-02-10 23:05:11,28.2087538,103.4632546
四川巴中,China,10/02/2020 23:05,22,1,0,2020-02-10 23:05:11,31.8590183,106.754751
四川绵阳,China,10/02/2020 23:05,21,4,0,2020-02-10 23:05:11,31.458932,104.750108
四川内江,China,10/02/2020 23:05,17,2,0,2020-02-10 23:05:11,29.5910776,105.0629494
四川泸州,China,10/02/2020 23:05,17,2,0,2020-02-10 23:05:11,28.8745145,105.4394183
四川德阳,China,10/02/2020 23:05,16,0,0,2020-02-10 23:05:11,31.1244028,104.39013
四川攀枝花,China,10/02/2020 23:05,13,5,0,2020-02-10 23:05:11,26.5860102,101.7179276
四川遂宁,China,10/02/2020 23:05,10,2,0,2020-02-10 23:05:11,30.5061493,105.574542
四川凉山,China,10/02/2020 23:05,10,1,0,2020-02-10 23:05:11,32.3837,105.209
四川宜宾,China,10/02/2020 23:05,9,3,0,2020-02-10 23:05:11,28.7657927,104.6353116
四川自贡,China,10/02/2020 23:05,9,2,0,2020-02-10 23:05:11,29.3420008,104.7761594
四川眉山,China,10/02/2020 23:05,7,1,0,2020-02-10 23:05:11,30.0765357,103.8432023
四川广元,China,10/02/2020 23:05,6,1,0,2020-02-10 23:05:11,32.4329637,105.8563402
四川雅安,China,10/02/2020 23:05,6,2,0,2020-02-10 23:05:11,29.985931,103.0087944
四川乐山,China,10/02/2020 23:05,3,0,0,2020-02-10 23:05:11,29.5608755,103.7619922
四川资阳,China,10/02/2020 23:05,3,1,0,2020-02-10 23:05:11,30.1235983,104.6481144
四川阿坝,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,32.41875,102.6366383
北京朝阳,China,10/02/2020 23:05,56,0,0,2020-02-10 23:05:11,39.91812,116.43242
北京海淀,China,10/02/2020 23:05,54,0,0,2020-02-10 23:05:11,39.99064,116.28868
北京西城,China,10/02/2020 23:05,39,0,0,2020-02-10 23:05:11,39.91222,116.35615
北京大兴,China,10/02/2020 23:05,36,0,0,2020-02-10 23:05:11,39.74025,116.32693
北京丰台,China,10/02/2020 23:05,30,0,0,2020-02-10 23:05:11,39.8469617,116.2826365
北京外地来京,China,10/02/2020 23:05,25,0,0,2020-02-10 23:05:11,39.9075,116.39723
北京昌平,China,10/02/2020 23:05,18,0,0,2020-02-10 23:05:11,40.1888523,116.1871941
北京通州,China,10/02/2020 23:05,16,0,0,2020-02-10 23:05:11,25.7716,106.973
北京房山,China,10/02/2020 23:05,14,0,0,2020-02-10 23:05:11,39.7065873,115.9866591
北京石景山,China,10/02/2020 23:05,13,0,0,2020-02-10 23:05:11,39.9172071,116.1417554
北京顺义,China,10/02/2020 23:05,10,0,0,2020-02-10 23:05:11,40.1288708,116.6511833
北京东城,China,10/02/2020 23:05,9,0,0,2020-02-10 23:05:11,40.4950646,116.4744338
北京怀柔,China,10/02/2020 23:05,7,0,0,2020-02-10 23:05:11,40.3160253,116.6434696
北京密云,China,10/02/2020 23:05,6,0,0,2020-02-10 23:05:11,40.3751032,116.8371838
北京门头沟,China,10/02/2020 23:05,3,0,0,2020-02-10 23:05:11,39.9310848,116.0593607
北京延庆,China,10/02/2020 23:05,1,0,0,2020-02-10 23:05:11,40.4568127,115.9705791
北京地区待确认,China,10/02/2020 23:05,0,44,2,2020-02-10 23:05:11,39.9075,116.39723
黑龙江哈尔滨,China,10/02/2020 23:05,128,15,0,2020-02-10 23:05:11,45.75,126.65
黑龙江双鸭山,China,10/02/2020 23:05,38,1,2,2020-02-10 23:05:11,46.52272,132.64552
黑龙江绥化,China,10/02/2020 23:05,37,6,3,2020-02-10 23:05:11,46.63954,126.99508
黑龙江鸡西,China,10/02/2020 23:05,34,1,0,2020-02-10 23:05:11,45.30109,130.95718
黑龙江齐齐哈尔,China,10/02/2020 23:05,30,0,1,2020-02-10 23:05:11,47.34088,123.96045
黑龙江七台河,China,10/02/2020 23:05,14,0,0,2020-02-10 23:05:11,45.80738,131.0936
黑龙江佳木斯,China,10/02/2020 23:05,14,5,0,2020-02-10 23:05:11,46.79927,130.31633
黑龙江大庆,China,10/02/2020 23:05,13,0,1,2020-02-10 23:05:11,46.58333,125.0
黑龙江牡丹江,China,10/02/2020 23:05,12,1,0,2020-02-10 23:05:11,44.58333,129.6
黑龙江鹤岗,China,10/02/2020 23:05,5,1,0,2020-02-10 23:05:11,47.35118,130.30012
黑龙江黑河,China,10/02/2020 23:05,4,0,0,2020-02-10 23:05:11,50.24413,127.49016
黑龙江大兴安岭,China,10/02/2020 23:05,2,0,0,2020-02-10 23:05:11,52.36534,124.96116
上海外地来沪,China,10/02/2020 23:05,97,21,0,2020-02-10 23:05:11,31.22222,121.45806
上海浦东,China,10/02/2020 23:05,56,9,0,2020-02-10 23:05:11,31.2217826,121.5387401
上海宝山,China,10/02/2020 23:05,18,0,0,2020-02-10 23:05:11,31.4066338,121.4851577
上海闵行,China,10/02/2020 23:05,17,2,0,2020-02-10 23:05:11,31.1147666,121.3769429
上海静安,China,10/02/2020 23:05,16,3,0,2020-02-10 23:05:11,31.22,121.41583
上海徐汇,China,10/02/2020 23:05,16,1,0,2020-02-10 23:05:11,31.16221,121.4321187
上海松江,China,10/02/2020 23:05,14,0,0,2020-02-10 23:05:11,31.0295933,121.2108375
上海长宁,China,10/02/2020 23:05,11,2,0,2020-02-10 23:05:11,31.2092762,121.3899859
上海奉贤,China,10/02/2020 23:05,9,1,0,2020-02-10 23:05:11,30.9204487,121.4693834
上海普陀,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,31.2513263,121.3912291
上海嘉定,China,10/02/2020 23:05,8,1,0,2020-02-10 23:05:11,31.3838958,121.2461723
上海虹口,China,10/02/2020 23:05,7,1,0,2020-02-10 23:05:11,31.266703,121.501751
上海杨浦,China,10/02/2020 23:05,7,0,0,2020-02-10 23:05:11,31.2620112,121.5214305
上海黄浦,China,10/02/2020 23:05,5,1,0,2020-02-10 23:05:11,22.7269545,113.3892574
上海青浦,China,10/02/2020 23:05,5,2,0,2020-02-10 23:05:11,31.1521636,121.1195519
上海金山,China,10/02/2020 23:05,3,0,0,2020-02-10 23:05:11,30.744817,121.3372571
上海崇明,China,10/02/2020 23:05,2,0,0,2020-02-10 23:05:11,31.6313393,121.5337768
上海地区待确认,China,10/02/2020 23:05,0,4,1,2020-02-10 23:05:11,31.22222,121.45806
福建福州,China,10/02/2020 23:05,63,12,0,2020-02-10 23:05:11,26.0774954,119.2918215
福建莆田,China,10/02/2020 23:05,51,2,0,2020-02-10 23:05:11,25.4342199,119.0074625
福建泉州,China,10/02/2020 23:05,42,11,0,2020-02-10 23:05:11,24.9038801,118.5851458
福建厦门,China,10/02/2020 23:05,28,3,0,2020-02-10 23:05:11,24.4758496,118.0746834
福建宁德,China,10/02/2020 23:05,24,1,0,2020-02-10 23:05:11,26.6655699,119.5224895
福建南平,China,10/02/2020 23:05,18,2,0,2020-02-10 23:05:11,26.6417374,118.173639
福建漳州,China,10/02/2020 23:05,16,3,0,2020-02-10 23:05:11,24.5081859,117.6496027
福建三明,China,10/02/2020 23:05,13,1,0,2020-02-10 23:05:11,26.2367951,117.6038491
福建龙岩,China,10/02/2020 23:05,6,1,0,2020-02-10 23:05:11,25.0974393,117.0151162
福建地区待确认,China,10/02/2020 23:05,0,3,0,2020-02-10 23:05:11,26.25,118.0
河北沧州,China,10/02/2020 23:05,28,8,1,2020-02-10 23:05:11,38.3042796,116.8511597
河北唐山,China,10/02/2020 23:05,28,2,0,2020-02-10 23:05:11,39.63333,118.18333
河北邯郸,China,10/02/2020 23:05,27,2,0,2020-02-10 23:05:11,36.583333,114.483333
河北保定,China,10/02/2020 23:05,26,8,0,2020-02-10 23:05:11,38.8579735,115.490696
河北石家庄,China,10/02/2020 23:05,25,3,0,2020-02-10 23:05:11,38.04,114.47
河北廊坊,China,10/02/2020 23:05,24,5,0,2020-02-10 23:05:11,39.5128345,116.6997446
河北邢台,China,10/02/2020 23:05,21,4,1,2020-02-10 23:05:11,37.05,114.5
河北张家口,China,10/02/2020 23:05,17,2,0,2020-02-10 23:05:11,40.8228016,114.880567
河北衡水,China,10/02/2020 23:05,8,0,0,2020-02-10 23:05:11,37.73222,115.70111
河北承德,China,10/02/2020 23:05,7,1,0,2020-02-10 23:05:11,40.9725,117.93611
河北秦皇岛,China,10/02/2020 23:05,7,0,0,2020-02-10 23:05:11,40.0170867,119.3550816
陕西西安,China,10/02/2020 23:05,98,12,0,2020-02-10 23:05:11,34.3468421,108.9365887
陕西安康,China,10/02/2020 23:05,22,5,0,2020-02-10 23:05:11,32.7165184,108.9912989
陕西汉中,China,10/02/2020 23:05,21,0,0,2020-02-10 23:05:11,33.069049,107.018889
陕西咸阳,China,10/02/2020 23:05,17,2,0,2020-02-10 23:05:11,34.3075655,108.7234362
陕西渭南,China,10/02/2020 23:05,14,0,0,2020-02-10 23:05:11,34.5037437,109.4572848
陕西宝鸡,China,10/02/2020 23:05,13,2,0,2020-02-10 23:05:11,34.3645811,107.2332184
陕西延安,China,10/02/2020 23:05,8,2,0,2020-02-10 23:05:11,36.5853932,109.4828549
陕西铜川,China,10/02/2020 23:05,8,4,0,2020-02-10 23:05:11,34.9034852,108.9461781
陕西商洛,China,10/02/2020 23:05,7,1,0,2020-02-10 23:05:11,33.8678555,109.9353876
